Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,25196.6,25159.2,25223.7,25219.6,25150,25124.5,25192.1,25053.8,25092.5,24979.1
10,25196.6,25159.2,25223.7,25219.6,25150,25124.5,25192.1,25053.8,25092.5,24979.1
20,25196.6,25159.2,25223.7,25219.6,25150,25124.5,25192.1,25053.8,25092.5,24979.1
30,25196.6,25159.2,25223.7,25219.6,25110.2,25124.5,25127.5,25053.8,25092.5,24979.1
40,25196.6,25159.2,25223.7,25219.6,25110.2,25003,25127.5,25053.8,25092.5,24979.1
50,25196.6,25159.2,25223.7,25219.6,25110.2,25003,25127.5,25053.8,25092.5,24979.1
60,25196.6,25159.2,25223.7,25101.4,25110.2,25003,25127.5,25053.8,25092.5,24979.1
70,25196.6,25159.2,25223.7,25101.4,25110.2,25003,25127.5,25053.8,25092.5,24979.1
80,25196.6,25159.2,25223.7,25101.4,25110.2,25003,25127.5,25053.8,25092.5,24979.1
90,25004.9,25159.2,25223.7,25101.4,25110.2,25003,25127.5,24869.4,25092.5,24979.1
100,25004.9,25159.2,25111.3,25101.4,25110.2,25003,25127.5,24869.4,25092.5,24979.1
110,25004.9,25128.4,25111.3,25101.4,25110.2,25003,25127.5,24869.4,25092.5,24979.1
120,25004.9,25128.4,25111.3,25101.4,24936.9,25003,25127.5,24869.4,25048,24979.1
130,25004.9,25128.4,25111.3,25101.4,24936.9,24985.9,25127.5,24869.4,25048,24979.1
140,25004.9,25128.4,25111.3,25101.4,24936.9,24985.9,25127.5,24869.4,25048,24979.1
150,25004.9,25128.4,25111.3,25067.4,24936.9,24985.9,25015.7,24869.4,25048,24979.1
160,25004.9,25128.4,25111.3,25067.4,24936.9,24985.9,25015.7,24869.4,25048,24979.1
170,25004.9,25059.5,25111.3,24878.1,24936.9,24985.9,25015.7,24869.4,24814.6,24979.1
180,25004.9,25059.5,25111.3,24878.1,24924.7,24985.9,25015.7,24869.4,24814.6,24979.1
190,25004.9,25059.5,25111.3,24878.1,24924.7,24985.9,25015.7,24869.4,24814.6,24979.1
200,25004.9,25059.5,25086.1,24878.1,24924.7,24985.9,25015.7,24869.4,24814.6,24979.1
210,25004.9,25059.5,25086.1,24878.1,24924.7,24985.9,25015.7,24869.4,24814.6,24979.1
220,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,25015.7,24869.4,24814.6,24979.1
230,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,25015.7,24869.4,24814.6,24979.1
240,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,24906.1,24869.4,24814.6,24979.1
250,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,24906.1,24869.4,24814.6,24979.1
260,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,24906.1,24783,24814.6,24979.1
270,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,24906.1,24783,24814.6,24979.1
280,25004.9,25029.6,25086.1,24878.1,24924.7,24985.9,24906.1,24783,24814.6,24979.1
290,25004.9,25029.6,25043.8,24878.1,24924.7,24985.9,24906.1,24783,24814.6,24979.1
300,25004.9,25029.6,24958.9,24878.1,24924.7,24985.9,24906.1,24783,24814.6,24979.1
310,25004.9,24917.5,24958.9,24878.1,24924.7,24985.9,24906.1,24783,24814.6,24979.1
320,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
330,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
340,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
350,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
360,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
370,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
380,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
390,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
400,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24906.1,24783,24814.6,24979.1
410,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
420,25004.9,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
430,24914.1,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
440,24914.1,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
450,24914.1,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
460,24914.1,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
470,24914.1,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
480,24914.1,24917.5,24958.9,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
490,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
500,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
510,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
520,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24979.1
530,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
540,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
550,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
560,24914.1,24917.5,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
570,24914.1,24849.6,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
580,24914.1,24849.6,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
590,24914.1,24849.6,24930.8,24878.1,24924.7,24827.1,24869.9,24783,24814.6,24854.1
600,24914.1,24849.6,24930.8,24709.4,24924.7,24827.1,24869.9,24783,24814.6,24854.1
610,24914.1,24849.6,24930.8,24709.4,24924.7,24827.1,24869.9,24780.3,24814.6,24854.1
620,24914.1,24849.6,24930.8,24709.4,24924.7,24827.1,24869.9,24780.3,24814.6,24854.1
630,24914.1,24849.6,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
640,24914.1,24849.6,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
650,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
660,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
670,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
680,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
690,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
700,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
710,24914.1,24770.5,24930.8,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
720,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
730,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
740,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
750,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
760,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
770,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
780,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
790,24914.1,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
800,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
810,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24869.9,24780.3,24814.6,24854.1
820,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
830,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
840,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
850,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
860,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
870,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
880,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
890,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24814.6,24854.1
900,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24854.1
910,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24854.1
920,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24854.1
930,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24854.1
940,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24854.1
950,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24854.1
960,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24733.7
970,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24733.7
980,24794.4,24770.5,24844.4,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24733.7
990,24794.4,24770.5,24637.6,24709.4,24905.6,24785.1,24861.9,24780.3,24722.4,24733.7
1000,24794.4,24770.5,24637.6,24709.4,24769.9,24785.1,24861.9,24780.3,24722.4,24733.7
1010,24794.4,24770.5,24637.6,24709.4,24769.9,24785.1,24861.9,24780.3,24722.4,24733.7
1020,24730.7,24770.5,24637.6,24709.4,24769.9,24785.1,24861.9,24780.3,24722.4,24733.7
1030,24730.7,24770.5,24637.6,24709.4,24769.9,24785.1,24861.9,24780.3,24722.4,24733.7
