Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,44904.8,44625.5,44597.2,44524.1,44978.2,44627.1,45011.1,44652.4,45083.6,44891.6
10,44645.4,44625.5,44407.1,44524.1,44904.5,44627.1,45011.1,44580.3,44698.7,44891.6
20,44545.5,44625.5,44407.1,44440.3,44597.9,44627.1,45011.1,44293.4,44698.7,44612.8
30,44545.5,44295.4,44315.2,44440.3,44597.9,44627.1,44420.4,44234.3,44698.7,44612.8
40,44545.5,44295.4,44315.2,44440.3,44503.8,44571.4,44327.4,44234.3,44237.8,44564.1
50,44114.3,44295.4,44315.2,44440.3,44436.9,44571.4,44327.4,44234.3,44237.8,44423.8
60,44114.3,44295.4,44315.2,44440.3,44436.9,44559.9,44327.4,44234.3,44237.8,44423.8
70,44114.3,44295.4,44098.6,44440.3,44436.9,44559.9,44327.4,44180.7,44237.8,44418
80,44114.3,44295.4,44098.6,44245.7,44091,44512.3,44327.4,44180.7,44237.8,44418
90,44114.3,43968.5,44098.6,44223.8,44091,44512.3,44327.4,44180.7,44237.8,44086.8
100,44114.3,43968.5,44098.6,44223.8,44091,44404.4,44327.4,44091.3,44237.8,44086.8
110,44114.3,43968.5,44098.6,44223.8,44091,44390.5,44327.4,44091.3,44237.8,43979.5
120,44114.3,43968.5,43972.2,44223.8,44091,44390.5,44327.4,43994.4,44237.8,43979.5
130,44114.3,43968.5,43972.2,44223.8,43984.2,44390.5,44272.5,43994.4,44237.8,43979.5
140,44114.3,43968.5,43972.2,44223.8,43984.2,44390.5,44272.5,43911.3,44180,43979.5
150,44114.3,43968.5,43972.2,44223.8,43984.2,44390.5,44272.5,43911.3,44180,43910.4
160,44114.3,43968.5,43972.2,44223.8,43984.2,44390.5,44272.5,43911.3,44180,43910.4
170,44114.3,43968.5,43972.2,44223.8,43984.2,44390.5,44272.5,43911.3,44180,43910.4
180,44114.3,43968.5,43972.2,44223.8,43984.2,44390.5,44272.5,43911.3,44180,43910.4
190,44114.3,43949.9,43972.2,44104.6,43984.2,44390.5,44272.5,43911.3,44180,43910.4
200,44114.3,43896.9,43972.2,44104.6,43984.2,44390.5,44272.5,43911.3,44180,43910.4
210,44114.3,43896.9,43972.2,44104.6,43984.2,44270.7,44196.8,43911.3,44180,43910.4
220,44114.3,43896.9,43972.2,44104.6,43984.2,44270.7,44196.8,43911.3,44108.8,43910.4
230,44114.3,43896.9,43972.2,44102.1,43984.2,44270.7,44196.8,43911.3,44108.8,43910.4
240,44114.3,43896.9,43972.2,44088.1,43984.2,44270.7,43887.3,43911.3,44108.8,43910.4
250,44114.3,43896.9,43878.7,44088.1,43984.2,44270.7,43887.3,43911.3,43984.2,43910.4
260,44041.4,43896.9,43878.7,44088.1,43984.2,44270.7,43887.3,43701.5,43945,43910.4
270,43885,43896.9,43878.7,44088.1,43984.2,44270.7,43887.3,43701.5,43945,43781.9
280,43885,43896.9,43878.7,44088.1,43984.2,44270.7,43887.3,43701.5,43945,43781.9
290,43885,43896.9,43878.7,44088.1,43984.2,44270.7,43630.1,43701.5,43945,43781.9
300,43852.8,43896.9,43878.7,44088.1,43984.2,44270.7,43630.1,43701.5,43945,43781.9
310,43852.8,43896.9,43669.4,43947.5,43818.1,44270.7,43630.1,43701.5,43945,43781.9
320,43852.8,43896.9,43669.4,43947.5,43818.1,44270.7,43630.1,43701.5,43945,43781.9
330,43852.8,43896.9,43669.4,43947.5,43818.1,44270.7,43630.1,43701.5,43945,43781.9
340,43852.8,43896.9,43669.4,43947.5,43818.1,44270.7,43630.1,43701.5,43945,43781.9
350,43852.8,43896.9,43669.4,43947.5,43818.1,44144.2,43630.1,43701.5,43945,43781.9
360,43852.8,43896.9,43669.4,43947.5,43818.1,44144.2,43630.1,43701.5,43899.2,43781.9
370,43852.8,43896.9,43669.4,43947.5,43818.1,44123.8,43630.1,43701.5,43899.2,43700
380,43852.8,43896.9,43669.4,43947.5,43818.1,44123.8,43630.1,43701.5,43899.2,43700
390,43852.8,43896.9,43669.4,43947.5,43818.1,44123.8,43630.1,43701.5,43899.2,43700
400,43852.8,43896.9,43669.4,43947.5,43818.1,44123.8,43630.1,43701.5,43864.8,43700
410,43852.8,43896.9,43669.4,43947.5,43818.1,44123.8,43630.1,43701.5,43864.8,43700
420,43852.8,43896.9,43669.4,43947.5,43818.1,44123.8,43630.1,43701.5,43864.8,43700
430,43852.8,43896.9,43669.4,43709.9,43536.9,44123.8,43533.2,43701.5,43864.8,43700
440,43852.8,43896.9,43669.4,43709.9,43536.9,44123.8,43171.9,43701.5,43864.8,43700
450,43852.8,43896.9,43669.4,43709.9,43536.9,44123.8,43171.9,43692.6,43864.8,43700
460,43852.8,43896.9,43669.4,43709.9,43536.9,44123.8,43171.9,43692.6,43864.8,43700
470,43852.8,43896.9,43669.4,43709.9,43536.9,44123.8,43171.9,43692.6,43864.8,43700
480,43852.8,43819.6,43669.4,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
490,43852.8,43819.6,43669.4,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
500,43852.8,43819.6,43669.4,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
510,43852.8,43819.6,43669.4,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
520,43690.8,43819.6,43659.7,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
530,43690.8,43790.8,43659.7,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
540,43690.8,43790.8,43659.7,43709.9,43536.9,43815,43171.9,43692.6,43864.8,43700
550,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
560,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
570,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
580,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
590,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
600,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
610,43690.8,43790.8,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
620,43579.4,43751,43659.7,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43700
630,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
640,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
650,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
660,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
670,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
680,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
690,43579.4,43751,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
700,43579.4,43656.5,43623,43564.8,43536.9,43815,43171.9,43692.6,43864.8,43695.5
710,43579.4,43656.5,43623,43564.8,43536.9,43815,43171.9,43692.6,43751,43695.5
720,43579.4,43656.5,43623,43564.8,43536.9,43815,43171.9,43692.6,43751,43695.5
730,43579.4,43656.5,43623,43564.8,43536.9,43815,43171.9,43692.6,43751,43695.5
740,43579.4,43656.5,43623,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
750,43579.4,43656.5,43623,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
760,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
770,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
780,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
790,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
800,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
810,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
820,43579.4,43656.5,43521.7,43553.6,43536.9,43815,43171.9,43692.6,43751,43695.5
