Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,27493.3,27410.4,27559.4,27079.6,27412.4,27326.2,27745.9,27499.9,27517.2,27198
10,26827.5,26910.4,27000,26788.8,26821.5,26966,26972.7,26830.4,27010.2,27042.9
20,26827.5,26910.4,27000,26788.8,26821.5,26773.8,26972.7,26830.4,27010.2,27042.9
30,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26972.7,26830.4,27010.2,27035
40,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26903.4,26830.4,27010.2,27017.6
50,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,27017.6
60,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,27017.6
70,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
80,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
90,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
100,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
110,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
120,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
130,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
140,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
150,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
160,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
170,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
180,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
190,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
200,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
210,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
220,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
230,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
240,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
250,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
260,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
270,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
280,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
290,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
300,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
310,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
320,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
330,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
340,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
350,26827.5,26910.4,27000,26788.8,26643.3,26773.8,26830.9,26830.4,27010.2,26937
