Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,44286.1,44484.2,44419.5,43855.5,44314.2,44471,44527.2,44439.3,44470.4,44657.8
10,44286.1,44484.2,44419.5,43855.5,44314.2,44471,44527.2,44439.3,44470.4,44657.8
20,44286.1,44484.2,44419.5,43855.5,44314.2,44471,44527.2,44439.3,44470.4,44657.8
30,44286.1,44484.2,44419.5,43855.5,44314.2,44471,44527.2,44439.3,44470.4,44657.8
40,44286.1,44484.2,44128.3,43855.5,44068,44471,44527.2,44439.3,44470.4,44629.3
50,44286.1,44484.2,44128.3,43855.5,44068,44471,44518.8,44439.3,44470.4,44309
60,44286.1,44484.2,44128.3,43855.5,44068,44408.4,44518.8,44348.1,44470.4,44309
70,44286.1,44484.2,44128.3,43855.5,44068,44395.2,44513.8,44348.1,44470.4,44309
80,44286.1,44286.4,44128.3,43855.5,44068,44395.2,44413.5,44348.1,44394.9,44309
90,44187,44286.4,44128.3,43855.5,44068,44395.2,44413.5,44348.1,44394.9,44309
100,44187,44286.4,44128.3,43855.5,44068,44395.2,44413.5,44348.1,44394.9,44309
110,44187,44286.4,44128.3,43855.5,44068,44395.2,44413.5,44348.1,44394.9,44309
120,44187,44286.4,44128.3,43855.5,44068,44212.2,44413.5,44348.1,44125.6,44309
130,44187,44286.4,44128.3,43855.5,44068,44212.2,44413.5,44325.5,44125.6,44309
140,44187,44286.4,44128.3,43855.5,44068,44212.2,44413.5,44325.5,44125.6,44247.6
150,44187,44286.4,44128.3,43855.5,44068,44212.2,44413.5,44325.5,44125.6,44247.6
160,44187,44286.4,44128.3,43855.5,44068,44212.2,44175.2,44325.5,44125.6,44247.6
170,44187,44286.4,44128.3,43855.5,44068,44212.2,44175.2,44325.5,44125.6,44247.6
180,44187,44286.4,44128.3,43855.5,44068,44212.2,44175.2,44325.5,44125.6,44097.4
190,44101.3,44286.4,44128.3,43855.5,44068,44212.2,44175.2,44325.5,44125.6,44097.4
200,44101.3,44165.7,44128.3,43855.5,44068,44212.2,44175.2,44325.5,44125.6,44097.4
210,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44175.2,44218.9,44125.6,44097.4
220,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44218.9,44125.6,43680.9
230,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44218.9,44125.6,43680.9
240,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44218.9,44125.6,43680.9
250,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44158.1,44125.6,43680.9
260,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44158.1,44125.6,43680.9
270,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44158.1,44125.6,43680.9
280,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44135.7,44125.6,43680.9
290,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44135.7,44125.6,43680.9
300,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44135.7,44125.6,43680.9
310,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44135.7,44125.6,43680.9
320,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44135.7,44125.6,43680.9
330,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44169.5,44135.7,44125.6,43680.9
340,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44167.9,44135.7,44125.6,43680.9
350,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44167.9,44135.7,44125.6,43680.9
360,43909.5,44165.7,44128.3,43855.5,44068,44212.2,44167.9,44135.7,44125.6,43680.9
370,43909.5,43944.8,44128.3,43855.5,44068,44212.2,44167.9,44135.7,44125.6,43680.9
380,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
390,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
400,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
410,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
420,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
430,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
440,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
450,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
460,43909.5,43944.8,44128.3,43855.5,44068,44152.2,44167.9,44135.7,44125.6,43680.9
470,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44135.7,44125.6,43680.9
480,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
490,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
500,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
510,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
520,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
530,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
540,43909.5,43944.8,44128.3,43855.5,44068,44115.1,44143.7,44115.9,44125.6,43680.9
550,43909.5,43944.8,44128.3,43855.5,44068,44115.1,43961.3,44115.9,44125.6,43680.9
560,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
570,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
580,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
590,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
600,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
610,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
620,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
630,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
640,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
650,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44125.6,43680.9
660,43909.5,43944.8,44128.3,43855.5,43725.5,44115.1,43961.3,44115.9,44048.3,43680.9
