Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,29001.8,28665.5,28427.6,28884.6,28946.2,28463,28776.6,28738.1,28488.2,28915.5
10,28248.2,28458,28225.2,28366.7,28180.4,28065.9,28237.3,28452.9,28480.3,28436.6
20,28248.2,28422.8,28225.2,28366.7,28180.4,28065.9,28237.3,28452.9,28480.3,28436.6
30,28248.2,28422.8,28225.2,28366.7,28180.4,28065.9,28237.3,28452.9,28480.3,28421.5
40,28248.2,28422.8,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
50,28248.2,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
60,28248.2,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
70,28248.2,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
80,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
90,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
100,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
110,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
120,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
130,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28433,28389.4,28326.7
140,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28413.1,28389.4,28326.7
150,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28413.1,28389.4,28326.7
160,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28413.1,28389.4,28326.7
170,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
180,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
190,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
200,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
210,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
220,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
230,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
240,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28237.3,28381.6,28389.4,28326.7
250,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28223.2,28381.6,28389.4,28326.7
260,28225.7,28256.2,28225.2,28366.7,28180.4,28065.9,28157.4,28381.6,28272.5,28326.7
270,28207.7,28195,28225.2,28366.7,28180.4,28065.9,28157.4,28349.4,28272.5,28160.9
280,28207.7,28195,28225.2,28321.7,28180.4,28065.9,28157.4,28129.5,28272.5,28160.9
290,28207.7,28195,28225.2,28314.8,28180.4,28065.9,28076,28129.5,28249.6,28134.6
300,28207.7,28195,28225.2,28280.4,28180.4,28065.9,28076,28129.5,28249.6,28134.6
310,28207.7,28107.7,28214.2,28164.6,28111,28065.9,28076,28100.8,28181.3,28134.6
320,28207.7,28048.4,28089.8,28164.6,28111,28065.9,28043.3,28035.7,28181.3,28100.1
330,28034.6,28048.4,28089.8,28146.8,28111,28034.6,27868.1,28035.7,28135.3,28100.1
340,28034.6,28048.4,28089.8,28136.4,28111,27977.8,27868.1,28035.7,28135.3,28100.1
350,27922.3,28032.3,28048.1,28136.4,28056.1,27977.8,27868.1,28009.5,28114.5,27936.6
360,27922.3,28032.3,27999.5,28075.2,28056.1,27977.8,27868.1,28004.9,28114.5,27936.6
370,27922.3,27954.3,27999.5,28045.6,28018.3,27977.8,27868.1,28004.9,28040.5,27936.6
380,27912.5,27912.4,27943.3,27939.7,28018.3,27977.8,27868.1,28004.9,28020.7,27899.6
390,27912.5,27912.4,27920.1,27939.7,27884.5,27954.6,27862.9,27965.6,27968.1,27888.7
400,27912.5,27912.4,27920.1,27939.7,27884.5,27954.6,27862.9,27940.7,27880.4,27888.7
410,27874.6,27912.4,27915.5,27873.9,27884.5,27954.6,27773.1,27940.7,27880.4,27796.8
420,27874.6,27912.4,27876.8,27851.7,27884.5,27946.3,27756,27929.3,27880.4,27796.8
430,27866.9,27902,27876.8,27851.7,27851,27927.2,27756,27858.4,27880.4,27796.8
440,27866.9,27902,27876.8,27851.7,27851,27927.2,27749.6,27858.4,27880.4,27796.8
450,27866.9,27885.3,27876.8,27836.1,27851,27920.9,27749.6,27858.4,27880.4,27796.8
460,27805.7,27857.2,27851.5,27836.1,27851,27856.3,27749.6,27858.4,27862.3,27796.8
