Config,Budget(FFE),HMS,HMCR,PAR,LSR,AvgFitness,BestFitness,WorstFitness,AvgTime(ms),BestTime(ms),WorstTime(ms),AvgLatencyURLLC,AvgEnergyURLLC,AvgLatencyEMBB,AvgEnergyEMBB,AvgLatencyMMTC,AvgEnergyMMTC
1,2000,5,0.7,0.1,0.3,26258.5,26151,26369,5137.43,5082.67,5169.68,28.125,21.038,459.458,56.228,523.517,4.5984
2,2000,5,0.9,0.3,0.3,26436.6,26267.1,26536.6,5204.85,5150.66,5274.69,27.581,22.106,458.696,56.5868,528.879,4.5892
3,2000,10,0.85,0.2,0.3,26312.6,26192.6,26450.8,5137.99,5077.92,5175.41,27.75,21.823,459.551,56.3916,520.353,4.5408
4,2000,10,0.95,0.3,0.3,26397.2,26277.8,26509,5212.14,5169.2,5260.54,27.971,21.19,458.108,56.6832,548.438,4.54
5,2000,20,0.9,0.1,0.3,26079.1,25978.8,26187.4,5039.34,4970.47,5123.06,27.561,21.893,462.592,55.8228,497.131,4.5156
6,2000,20,0.95,0.4,0.3,26563.3,26403.4,26677.6,5305.6,5237.93,5423.66,27.638,21.795,453.21,56.9076,579.082,4.6068
7,2000,30,0.99,0.3,0.3,26421.7,26338.7,26509.8,5226.06,5190.68,5256.06,27.771,21.508,455.409,56.6552,547.594,4.5704
8,2000,30,0.8,0.5,0.3,26737,26596.8,26869.3,5314.92,5299.38,5348.19,27.424,22.86,453.036,57.2084,585.012,4.6172
