Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,28655.2,28237.2,28031.5,28556.9,28550.6,28080.5,28337,28332.9,28197.8,28435.2
10,27852.3,28060.2,27898.8,27933.6,27796,27696.7,27845.7,28200.7,28066.3,27932.3
20,27852.3,27963.5,27898.8,27933.6,27796,27589.3,27845.7,28130.1,28066.3,27932.3
30,27852.3,27907,27898.8,27933.6,27683.5,27589.3,27845.7,28119.1,28066.3,27932.3
40,27852.3,27907,27898.8,27933.6,27683.5,27589.3,27845.7,28090.3,28049.4,27932.3
50,27852.3,27858,27816,27933.6,27683.5,27589.3,27845.7,28090.3,28049.4,27932.3
60,27852.3,27858,27816,27933.6,27683.5,27589.3,27845.7,27985.8,28049.4,27932.3
70,27852.3,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,28049.4,27932.3
80,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
90,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
100,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
110,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
120,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
130,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
140,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
150,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
160,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
170,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
180,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
190,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
200,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
210,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
220,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
230,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
240,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
250,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
260,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
270,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
280,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
290,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
300,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
310,27732.6,27858,27816,27933.6,27683.5,27589.3,27845.7,27902.8,27970.8,27932.3
