Evaluation,Retest1,Retest2,Retest3,Retest4,Retest5,Retest6,Retest7,Retest8,Retest9,Retest10
1,23111.7,23119.2,23325.9,23291,23277.1,23175.2,23383.8,23215,23341.5,22606.3
10,23111.7,23119.2,23325.9,23291,23277.1,23175.2,23383.8,23215,23341.5,22606.3
20,23111.7,22979.2,23046.9,23081.7,23015.6,23135,23111.3,22940.8,23281.6,22606.3
30,23111.7,22979.2,22924.5,23081.7,23015.6,22997.5,23111.3,22940.8,23070.5,22606.3
40,22850.9,22979.2,22924.5,22960.6,23015.6,22997.5,23038.5,22940.8,23070.5,22606.3
50,22850.9,22953.1,22924.5,22960.6,23015.6,22852.8,23038.5,22940.8,23070.5,22606.3
60,22850.9,22951.9,22924.5,22891.8,23003,22852.8,23038.5,22940.8,23070.5,22606.3
70,22801.9,22951.9,22924.5,22891.8,23003,22852.8,23038.5,22940.8,22960.9,22606.3
80,22801.9,22951.9,22924.5,22891.8,22660,22852.8,22721.9,22940.8,22902.1,22606.3
90,22801.9,22865.4,22924.5,22891.8,22660,22852.8,22721.9,22940.8,22902.1,22606.3
100,22801.9,22863.2,22924.5,22871.7,22660,22852.8,22721.9,22940.8,22902.1,22606.3
110,22774.6,22863.2,22924.5,22871.7,22660,22852.8,22721.9,22940.8,22902.1,22606.3
120,22746.9,22682.9,22924.5,22871.7,22660,22852.8,22721.9,22940.8,22902.1,22606.3
130,22746.9,22682.9,22638.6,22871.7,22660,22852.8,22721.9,22940.8,22902.1,22606.3
140,22746.9,22682.9,22638.6,22871.7,22660,22852.8,22721.9,22838.6,22856.4,22606.3
150,22746.9,22682.9,22638.6,22580.3,22660,22852.8,22721.9,22838.6,22856.4,22606.3
160,22746.9,22682.9,22638.6,22580.3,22660,22852.8,22721.9,22838.6,22856.4,22606.3
170,22746.9,22682.9,22638.6,22580.3,22660,22852.8,22721.9,22838.6,22856.4,22606.3
180,22746.9,22682.9,22622,22580.3,22660,22852.8,22721.9,22838.6,22856.4,22606.3
190,22609.2,22682.9,22622,22580.3,22660,22852.8,22721.9,22838.6,22815.6,22606.3
200,22609.2,22682.9,22516.2,22580.3,22660,22852.8,22721.9,22817.3,22815.6,22606.3
210,22609.2,22682.9,22516.2,22580.3,22660,22852.8,22721.9,22817.3,22815.6,22606.3
220,22609.2,22682.9,22516.2,22580.3,22660,22852.8,22721.9,22817.3,22815.6,22606.3
230,22609.2,22658.6,22516.2,22580.3,22660,22852.8,22721.9,22817.3,22815.6,22606.3
240,22609.2,22658.6,22516.2,22580.3,22660,22852.8,22721.9,22817.3,22815.6,22606.3
250,22609.2,22658.6,22516.2,22580.3,22608,22852.8,22721.9,22817.3,22799.4,22606.3
260,22609.2,22658.6,22516.2,22580.3,22608,22852.8,22721.9,22817.3,22799.4,22606.3
